query_key,query,geocoder,lat,lon,display_name_geocoder,geocode_status,geocode_source,match_level,relevance,isla_esperada,validated_in_island
5ac89a44e22c440b,"C/ GÓNGORA,8, Las Palmas de Gran Canaria, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1220956,-15.4310944,"Calle Góngora, Ciudad Jardin, Ciudad Jardín, Las Palmas de Gran Canaria, Las Palmas, Canarias, 35005, España",ok,nominatim,direccion_completa,0.05339994888227661,GRAN CANARIA,TRUE
88e91f737d4a8c39,"C/ LOPEZ DE VEGA, 17, Moya, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
548bea1e18687ff0,"Moya, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1074202,-15.5626616,"Moya, Paseo de Gran Canaria, El Risco, La Palmilla, Firgas, Las Palmas, Canarias, 35430, España",ok,nominatim,municipio_isla,4.9795529106538754e-5,GRAN CANARIA,TRUE
fcf71fed306774f8,"C/ SECUNDINO DELGADO S/N, San Bartolomé de Tirajana, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
5b9385b2034d4dea,"San Bartolomé de Tirajana, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1074497,-15.5626336,"San Bartolomé de Tirajana, Paseo de Gran Canaria, El Risco, La Palmilla, Firgas, Las Palmas, Canarias, 35430, España",ok,nominatim,municipio_isla,4.9795529106538754e-5,GRAN CANARIA,TRUE
bf44f51842653315,"C/ CAMINO LOS OLIVOS, Nº 1, Santa Brígida, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
db4942ddde0f49a8,"Santa Brígida, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1074603,-15.5626253,"Santa Brígida, Paseo de Gran Canaria, El Risco, La Palmilla, Firgas, Las Palmas, Canarias, 35430, España",ok,nominatim,municipio_isla,4.9795529106538754e-5,GRAN CANARIA,TRUE
cb24b15d27f1a135,"C/ CASTAÑO BAJO, Nº 32 SAN VICENTE PAUL, Santa Brígida, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
cade48bf5925f285,"C/ GAMONAL, 7, Santa Brígida, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
95715e11d3f87f16,"C/ CANALEJAS, S/N- DEL BARRIO CANARIO-VECINDARIO, Santa Lucía de Tirajana, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
f20c364646528f99,"Santa Lucía de Tirajana, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1074729,-15.5626154,"Santa Lucía de Tirajana, Paseo de Gran Canaria, El Risco, La Palmilla, Firgas, Las Palmas, Canarias, 35430, España",ok,nominatim,municipio_isla,4.9795529106538754e-5,GRAN CANARIA,TRUE
b05c0c38b1748bc4,"C/ CARMELO CALDERÍN, Nº 6 - SARDINA DEL SUR, Santa Lucía de Tirajana, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
e5195bf6f3f942ba,"CAMINO DE SANTA ELENA, SN, Santa María de Guía de Gran Canaria, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
a87beaa91d49ace1,"Santa María de Guía de Gran Canaria, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.1074833,-15.5626073,"Santa María de Guía de Gran Canaria, Paseo de Gran Canaria, El Risco, La Palmilla, Firgas, Las Palmas, Canarias, 35430, España",ok,nominatim,municipio_isla,4.9795529106538754e-5,GRAN CANARIA,TRUE
8e3554cb1e58d5b0,"C/ DE TALIARTE, 27, Telde, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
208748fa3745bc97,"Telde, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,28.150268,-15.6346237,"Calle de Telde, Becerril, La Atalaya, Santa María de Guía de Gran Canaria, Las Palmas, Canarias, 35450, España",ok,nominatim,municipio_isla,0.05338385824368654,GRAN CANARIA,TRUE
a1bbfac3ede9dc4f,"C/ CARRETERA A TALIARTE, 27, Telde, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
9e78e2a9b66411fb,"C/ JUAN RAMÓN JIMÉNEZ, Nº 33, OJOS DE GARZA, Telde, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
b4274377b57360d3,"C/ JUAN RAMON JIMENEZ,33, Telde, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
7b16690725b3d5ec,"C/ PÁRROCO JOSÉ HERNÁNDEZ ACOSTA, 29, Valleseco, GRAN CANARIA, Las Palmas, Canarias, Espana",nominatim,,,,not_found,nominatim,direccion_completa,,GRAN CANARIA,
